student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
66,,20.0,male,90.0,1149895033,North Markbury,nrichard@carney.com,2012-03-29 00:00:00,data science,99,inactive,4.5,average,274.0,2016-12-24 09:42:22,"67890 Conrad Walks, East Tannermouth","{'hobbies': ['shake', 'behind'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 5}, 'soft': ['what', 'happy']}, 'family': {'siblings': 5, 'income': {'father': 1227, 'mother': 564}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2017}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
67,Ashley Mills,,female,90.0,,Youngside,,2012-07-27 00:00:00,ds,100,pending,,excellent,276.0,1991-06-04 04:44:47,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""share"", ""fly""], ""skills"": {""tech"": {""python"": 2, ""excel"": 5, ""sql"": 3}, ""soft"": [""floor"", ""question""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1427, ""mother"": 1378}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
68,John Rosario,18.0,female,82.0,(759)089-5599-29289,Belindabury,,1971-07-20 08:45:22,data science,100,inactive,2.0,good,190.0,1990-08-02 14:57:53,"Apartment 1, North Adammouth district, Tashkent, UZ, 100059","{'hobbies': ['result', 'current'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 4}, 'soft': ['return', 'address']}, 'family': {'siblings': 5, 'income': {'father': 1037, 'mother': 1043}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
69,,21.0,,,,Jenniferfort,,2021-03-31 07:13:37,data science,109,inactive,,average,209.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
70,,18.0,female,66.0,977-328-5987-96579,Lake Josephville,nathaniel54@lloyd.biz,2002-10-31 12:03:00,data science,110,pending,4.5,excellent,88.0,2012-06-13 19:49:00,"Port Lisa 17-kv, dom 46, Tashkent","{'hobbies': ['ahead', 'force'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 1}, 'soft': ['where', 'responsibility']}, 'family': {'siblings': 5, 'income': {'father': 658, 'mother': 561}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
71,Robert Hayes,,male,,(780)408-5623-62942,Tabithafurt,teresa05@collins.biz,2021-12-02 18:05:32,python,63,pending,,excellent,103.0,1996-09-27 00:00:00,"Benitezmouth 14-kv, dom 38, Tashkent","{""hobbies"": [""lead"", ""toward""], ""skills"": {""tech"": {""python"": 1, ""excel"": 2, ""sql"": 3}, ""soft"": [""through"", ""water""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 494, ""mother"": 1415}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2019}]}"
72,William Weiss,,female,78.0,336-187-5307,Williamfort,,2022-05-11 09:28:45,data science,100,active,,,57.0,1977-11-15 00:00:00,"313 Ayala Point, East Nicholas",INVALID_JSON_DATA
73,,18.0,female,90.0,,Smithville,scampbell@mendez.biz,,data science,100,inactive,3.19,good,117.0,2001-05-06 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['majority', 'week']}"
74,Brandi Reed,18.0,male,90.0,,Port Randallberg,stacy11@yahoo.com,1990-09-05 00:00:00,python,89,pending,3.7,excellent,176.0,2013-07-28 22:26:51,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
75,,22.0,female,98.0,001-993-695-0828,East Shelly,lsmith@gmail.com,2023-03-06 03:01:15,data science,100,active,2.71,average,200.0,2006-03-02 10:39:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""dark"", ""exist""], ""skills"": {""tech"": {""python"": 5, ""excel"": 1, ""sql"": 4}, ""soft"": [""store"", ""position""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 294, ""mother"": 207}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
76,Anthony Hendricks,,,,+1-795-616-6147-591,Figueroamouth,,2000-07-19 00:00:00,data science,110,inactive,,,117.0,2023-04-14 02:02:02,UZ 100760 Tashkent Millermouth,"{hobbies:['particular', 'lead']}"
77,Alexa Sanders,21.0,male,73.0,347-747-5643,Lake Randymouth,johnsonchelsea@yahoo.com,,data science,100,active,0.0,excellent,256.0,2021-07-18 00:00:00,"034 Cooley Way, East Ian",INVALID_JSON_DATA
78,,18.0,male,95.0,,Romeroville,,2017-12-25 12:00:00,python,100,active,4.5,good,217.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
79,Garrett Taylor,20.0,female,,001-768-865-5394-29066,Martinezfort,,2005-11-18 17:34:28,ds,89,active,0.0,excellent,225.0,1974-11-07 16:09:00,UZ 100510 Tashkent Andrewmouth,INVALID_JSON_DATA
80,Brandy Gray,19.0,male,90.0,+1-294-780-6766-42283,Andrewborough,ballen@barber-saunders.com,,data science,105,active,4.49,average,266.0,2025-07-12 00:00:00,UZ 100622 Tashkent Aarontown,"{hobbies:['back', 'carry']}"
81,Donna Scott,19.0,female,,+1-607-536-6003-596,Lake Timfort,alicia71@robles.com,1996-11-30 17:12:35,ds,110,active,2.0,excellent,65.0,2015-03-29 18:51:00,UZ 100720 Tashkent Lake Hollytown,"{hobbies:['participant', 'spring']}"
82,Karen Baker MD,,female,60.0,,Kristinabury,paul48@brown.com,1974-09-10 00:00:00,data science,110,active,3.7,average,68.0,2022-12-26 17:00:20,UZ 100855 Tashkent Lake Tyler,"{'hobbies': ['garden', 'possible'], 'skills': {'tech': {'python': 1, 'excel': 4, 'sql': 4}, 'soft': ['after', 'similar']}, 'family': {'siblings': 4, 'income': {'father': 349, 'mother': 536}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
83,,18.0,female,90.0,976-833-8760-7654,Ayershaven,,1995-04-15 05:21:46,ds,102,inactive,,good,172.0,,"Apartment 18, Tarafurt district, Tashkent, UZ, 100739","{'hobbies': ['actually', 'commercial'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 5}, 'soft': ['example', 'defense']}, 'family': {'siblings': 1, 'income': {'father': 1111, 'mother': 456}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
84,Michael Jenkins,18.0,female,68.0,864-413-5870-913,New Brenda,mcolon@gmail.com,2002-11-25 00:00:00,ds,110,inactive,2.0,average,284.0,2008-04-09 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['collection', 'single'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 1}, 'soft': ['expect', 'fall']}, 'family': {'siblings': 5, 'income': {'father': 675, 'mother': 1465}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
85,,21.0,male,75.0,001-092-547-7688-44761,New Nicoleside,,1996-10-08 21:47:00,data science,100,inactive,2.0,excellent,95.0,1994-05-31 00:00:00,"33084 Williams Point, Jesusborough","{hobbies:['trial', 'place']}"
86,Mario Ramirez,22.0,,90.0,,Deannachester,zford@parker.info,2022-04-22 21:23:10,python,110,pending,0.0,,111.0,1984-03-09 07:06:32,"BROKEN,ADDRESS,DATA,,,","{hobbies:['buy', 'now']}"
87,Kyle Doyle,20.0,female,,,Powersland,,,data science,100,inactive,,,66.0,2016-05-02 00:00:00,"South Jacobview 25-kv, dom 42, Tashkent","{'hobbies': ['example', 'break'], 'skills': {'tech': {'python': 3, 'excel': 4, 'sql': 3}, 'soft': ['PM', 'structure']}, 'family': {'siblings': 4, 'income': {'father': 491, 'mother': 426}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
88,Hannah Montes,21.0,,,,South Thomas,,2008-07-18 06:10:35,python,68,active,3.81,,110.0,2022-01-30 22:39:47,UZ 100240 Tashkent Charlesshire,"{'hobbies': ['dream', 'forward'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 2}, 'soft': ['like', 'clear']}, 'family': {'siblings': 5, 'income': {'father': 626, 'mother': 1045}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
89,James Weaver,22.0,female,,480-026-9976,West Jonathan,,2000-04-09 11:39:29,python,110,pending,,,149.0,2022-02-19 15:21:07,"Apartment 8, South Christina district, Tashkent, UZ, 100031","{'hobbies': ['anything', 'catch'], 'skills': {'tech': {'python': 1, 'excel': 2, 'sql': 2}, 'soft': ['like', 'how']}, 'family': {'siblings': 4, 'income': {'father': 503, 'mother': 394}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2020}]}"
90,Johnny Nguyen,20.0,male,,,West Henrymouth,sherrimanning@gmail.com,2004-08-30 00:00:00,python,100,inactive,4.5,excellent,288.0,2003-03-15 05:06:48,"BROKEN,ADDRESS,DATA,,,","{hobbies:['water', 'hot']}"
91,Barry Cooper,,female,82.0,001-676-017-8005,Georgeshire,,,python,100,active,2.48,excellent,283.0,1997-11-24 00:00:00,"Apartment 15, North Nicholas district, Tashkent, UZ, 100716",INVALID_JSON_DATA
92,Peter Rogers,18.0,female,,,Tonytown,,1971-12-22 21:02:00,python,100,active,4.5,excellent,260.0,,"East Joshuaton 6-kv, dom 44, Tashkent",INVALID_JSON_DATA
93,Samantha Garcia,20.0,female,,,Port Jeremyburgh,,2023-08-07 14:22:18,data science,89,pending,,excellent,195.0,,"BROKEN,ADDRESS,DATA,,,","{hobbies:['doctor', 'set']}"
94,,21.0,female,,,West Bryanburgh,,2015-09-14 00:00:00,data science,110,pending,3.72,good,51.0,,"3646 Micheal Place, Port Douglas","{'hobbies': ['fly', 'me'], 'skills': {'tech': {'python': 5, 'excel': 1, 'sql': 3}, 'soft': ['ago', 'per']}, 'family': {'siblings': 2, 'income': {'father': 1215, 'mother': 272}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
95,,19.0,male,82.0,,Leechester,,2012-11-23 00:00:00,data science,100,pending,4.44,good,144.0,1987-03-21 11:08:51,"BROKEN,ADDRESS,DATA,,,","{hobbies:['avoid', 'consumer']}"
96,Joel Cantrell,18.0,female,91.0,699-868-7229-572,Duncanshire,john55@cox-horne.org,,data science,110,inactive,,average,295.0,,"902 Wiggins Mill, East Susan","{""hobbies"": [""skill"", ""continue""], ""skills"": {""tech"": {""python"": 1, ""excel"": 5, ""sql"": 4}, ""soft"": [""actually"", ""condition""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 1454, ""mother"": 391}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
97,,19.0,female,,,Port Donald,,1985-11-17 11:43:00,python,100,pending,3.7,excellent,106.0,1973-10-17 05:45:10,UZ 100535 Tashkent South Jasonfurt,"{hobbies:['throw', 'security']}"
98,Kathy Massey,20.0,female,,001-943-484-4684-408,Eddiefort,kathrynsmith@brown-davis.com,1978-04-22 07:43:00,data science,110,inactive,3.7,average,251.0,2002-05-04 00:00:00,UZ 100126 Tashkent South Teresafurt,INVALID_JSON_DATA
99,Christopher Williams,22.0,male,,+1-136-313-7124,Meganfort,bbaker@gmail.com,2022-05-16 14:15:24,data science,110,active,2.0,average,265.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['never', 'agent'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['necessary', 'billion']}, 'family': {'siblings': 2, 'income': {'father': 1201, 'mother': 1493}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
100,,18.0,female,91.0,+1-211-768-8641-32941,West Jacqueline,,2023-09-03 00:43:26,data science,114,pending,3.7,excellent,145.0,2021-04-10 10:50:17,UZ 100196 Tashkent West Dawnport,"{'hobbies': ['Mrs', 'director'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 2}, 'soft': ['need', 'relationship']}, 'family': {'siblings': 4, 'income': {'father': 281, 'mother': 791}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2015}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2022}]}"
101,Sharon Rodriguez,18.0,male,93.0,,Tammytown,,1990-05-01 02:46:14,data science,110,pending,4.5,excellent,169.0,2009-11-18 03:15:00,"4414 Jessica Mountains Apt. 231, Evansfort","{'hobbies': ['watch', 'movement'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 4}, 'soft': ['morning', 'garden']}, 'family': {'siblings': 3, 'income': {'father': 1483, 'mother': 283}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
102,Gary Allison,18.0,female,,052-639-0071-28211,Michaelmouth,renee09@jones.org,1985-09-26 10:21:00,python,110,pending,2.0,good,261.0,2007-12-22 20:55:40,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['always', 'wife'], 'skills': {'tech': {'python': 2, 'excel': 3, 'sql': 1}, 'soft': ['several', 'federal']}, 'family': {'siblings': 5, 'income': {'father': 744, 'mother': 1338}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
103,Barbara Goodman,20.0,female,90.0,,West Sergiochester,emilycarson@hotmail.com,2023-06-13 16:16:20,ds,100,pending,0.0,excellent,189.0,1986-05-30 00:00:00,"BROKEN,ADDRESS,DATA,,,","{""hobbies"": [""final"", ""son""], ""skills"": {""tech"": {""python"": 5, ""excel"": 5, ""sql"": 4}, ""soft"": [""process"", ""include""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1376, ""mother"": 1070}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2019}]}"
104,Melissa Crane,20.0,female,81.0,409-036-3015,Colemanland,brownmicheal@taylor.com,1970-12-20 00:00:00,python,100,active,,good,198.0,2004-04-12 23:36:00,UZ 100349 Tashkent New Heather,"{'hobbies': ['none', 'child'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['community', 'sound']}, 'family': {'siblings': 1, 'income': {'father': 361, 'mother': 403}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2016}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
105,,19.0,female,77.0,,Lake Jerry,davidsavage@yahoo.com,2021-02-04 07:16:10,python,100,inactive,2.0,average,85.0,2021-09-25 12:30:13,"West Billy 17-kv, dom 10, Tashkent","{'hobbies': ['plan', 'why'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 4}, 'soft': ['administration', 'the']}, 'family': {'siblings': 3, 'income': {'father': 282, 'mother': 598}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
106,Jeanette Harmon,20.0,female,81.0,2956182527,Bowerschester,olsonkathy@gmail.com,2020-11-28 07:41:47,data science,82,active,2.0,excellent,235.0,2021-08-12 20:55:45,"Apartment 32, Port Kyleburgh district, Tashkent, UZ, 100452","{hobbies:['on', 'interesting']}"
107,,20.0,female,89.0,,Port Bonniestad,christinaclark@hotmail.com,,data science,100,inactive,4.5,excellent,192.0,2023-06-06 04:29:33,"New Amber 19-kv, dom 4, Tashkent",INVALID_JSON_DATA
108,Jennifer Phelps,21.0,female,90.0,313-992-0889-0335,Toddstad,bcastro@davis.com,1997-03-27 20:53:00,python,100,inactive,2.0,good,183.0,1972-01-20 22:38:21,"30197 Mary Fork, South Brittany",INVALID_JSON_DATA
109,Toni Mcdonald,22.0,female,61.0,(362)522-6895-12037,New Paulton,,1982-01-02 00:00:00,data science,120,pending,3.7,excellent,220.0,2018-02-18 00:00:00,UZ 100223 Tashkent Port David,"{hobbies:['possible', 'book']}"
110,,19.0,male,,661-235-1246-57244,West Justinborough,jenniferyoung@craig-potter.com,1990-07-16 00:00:00,data science,100,inactive,3.19,good,210.0,1993-07-15 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
111,Justin Bell,21.0,male,70.0,502-707-7552-635,Fullerland,,2011-06-29 05:58:09,python,100,inactive,4.5,good,252.0,2021-07-05 20:20:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['despite', 'result'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 4}, 'soft': ['sound', 'until']}, 'family': {'siblings': 1, 'income': {'father': 1321, 'mother': 825}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2018}]}"
112,,20.0,female,81.0,,New Emilytown,floresmegan@hotmail.com,2020-11-29 01:22:56,data science,110,pending,3.56,good,200.0,2020-06-15 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['song', 'chance'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 3}, 'soft': ['concern', 'evidence']}, 'family': {'siblings': 5, 'income': {'father': 1473, 'mother': 226}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
113,Joseph Burton,21.0,,90.0,,East Saraville,shannon36@york-vargas.com,1989-02-18 05:14:00,data science,103,pending,,good,270.0,1984-08-15 00:00:00,"Apartment 19, Scotthaven district, Tashkent, UZ, 100170","{""hobbies"": [""he"", ""magazine""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 3}, ""soft"": [""resource"", ""late""]}, ""family"": {""siblings"": 3, ""income"": {""father"": 945, ""mother"": 632}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2022}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2018}]}"
114,,22.0,,78.0,540-492-9940-176,Hallton,,1982-01-17 06:40:00,data science,102,inactive,3.72,,289.0,,UZ 100075 Tashkent Boothtown,"{'hobbies': ['degree', 'two'], 'skills': {'tech': {'python': 4, 'excel': 3, 'sql': 1}, 'soft': ['front', 'change']}, 'family': {'siblings': 2, 'income': {'father': 1402, 'mother': 1448}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
115,Thomas Meyer,20.0,female,76.0,,East Robert,pparker@peters-hall.com,2004-06-19 00:00:00,python,110,pending,0.0,,148.0,1993-12-03 04:42:51,"Apartment 5, Fosterside district, Tashkent, UZ, 100730",INVALID_JSON_DATA
116,Susan Bowen,20.0,female,50.0,3063198751,Port Traceyton,,2021-12-17 12:00:11,ds,110,pending,4.5,excellent,170.0,2018-04-19 07:18:46,"9072 Pratt Summit Suite 990, South Jason","{'hobbies': ['send', 'parent'], 'skills': {'tech': {'python': 4, 'excel': 4, 'sql': 2}, 'soft': ['care', 'fly']}, 'family': {'siblings': 3, 'income': {'father': 330, 'mother': 788}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2024}]}"
117,Richard Burton,21.0,,90.0,,Catherineview,david83@leon.com,1978-06-06 00:00:00,python,105,inactive,,good,172.0,2021-07-25 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['although', 'at'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['simple', 'fire']}, 'family': {'siblings': 1, 'income': {'father': 993, 'mother': 869}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
118,Andrew Taylor,,,80.0,844-841-3465-66078,Marvinmouth,,2010-06-30 00:00:00,python,110,pending,,,79.0,2021-01-25 14:45:10,"392 Christopher Center, Port Lindseyfort","{'hobbies': ['research', 'keep'], 'skills': {'tech': {'python': 5, 'excel': 4, 'sql': 3}, 'soft': ['recently', 'her']}, 'family': {'siblings': 4, 'income': {'father': 1157, 'mother': 606}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
119,,22.0,female,,+1-621-354-6546-35098,Port Andrew,sharonbrooks@hotmail.com,,python,110,active,0.0,excellent,61.0,2020-10-11 10:46:14,"Barryborough 13-kv, dom 6, Tashkent","{'hobbies': ['think', 'establish'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 2}, 'soft': ['stop', 'modern']}, 'family': {'siblings': 2, 'income': {'father': 335, 'mother': 1288}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2024}]}"
120,Raymond Stewart,18.0,,76.0,,Alexanderhaven,,2015-01-01 19:00:00,ds,100,active,4.5,good,73.0,1990-08-02 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['loss', 'own'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['foot', 'town']}, 'family': {'siblings': 5, 'income': {'father': 593, 'mother': 527}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
121,Andrew Mcdowell,18.0,,,651-907-3802-97460,Isaacshire,,2022-10-05 00:00:00,data science,110,pending,2.0,,194.0,1970-06-16 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['together', 'sea']}"
122,Glenn Jordan,21.0,female,90.0,246-161-8310,Jonesbury,,1975-08-05 14:03:00,data science,110,inactive,1.55,,152.0,1970-05-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['manage', 'senior'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 3}, 'soft': ['artist', 'bit']}, 'family': {'siblings': 4, 'income': {'father': 1201, 'mother': 902}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2020}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
123,Chelsea Thomas,18.0,female,71.0,,New Hayleymouth,,,ds,100,pending,4.5,good,58.0,1979-02-26 00:00:00,"55540 Wilson Islands, West Steventon",INVALID_JSON_DATA
124,,20.0,male,,,Lake Denisemouth,villatheresa@fisher-jones.com,1994-04-23 00:00:00,data science,100,pending,2.0,average,199.0,2024-11-01 00:00:00,"East Andrewshire 1-kv, dom 31, Tashkent",INVALID_JSON_DATA
125,,,female,90.0,+1-844-581-8285,Joneston,,2004-06-24 00:00:00,python,110,active,,excellent,174.0,,UZ 100418 Tashkent West Angelafort,"{'hobbies': ['worker', 'rise'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 4}, 'soft': ['debate', 'chair']}, 'family': {'siblings': 4, 'income': {'father': 668, 'mother': 1032}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
